Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
antique boots,Brown,False,2640,660,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; fairy tale,False,ShoesKneeAntique0,5523,jQ9MMJXSCde9q8NPP,1
antique boots,Black,False,2640,660,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; fairy tale,False,ShoesKneeAntique1,11689,hpTunJzb4CJPueMW7,1
antique boots,Greige,False,2640,660,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; fairy tale,False,ShoesKneeAntique2,11690,ngk8sGuhSHQoBmwqv,1
armor shoes,Gray,True,NFS,3000,Gray,Gray,1x1,,Crafting,,All Year,False,1.0.0,Cool,fairy tale; goth,False,ShoesKneeKnightIron,5472,osBLFxSiCDnRf8eXR,0
babouches,Blue,False,560,140,Light blue,White,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush0,6043,AvkHgWmEW5vTs4Ckc,1
babouches,Orange,False,560,140,Orange,White,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush1,10109,hzHj4PYSRpa8fkQey,1
babouches,Pink,False,560,140,Pink,White,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush2,10110,KrfcX2z6gFKZziGwx,1
babouches,Yellow,False,560,140,Yellow,White,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush3,10111,BRTZYzjci4T3qodP8,1
babouches,Gray,False,560,140,Gray,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush4,10112,N9jHqLCE8WsfZxJHo,1
babouches,Purple,False,560,140,Purple,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush5,10113,sth7EXmjdbwzk439A,1
babouches,Mint,False,560,140,Green,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush6,10114,okW9rusWLMPm4bcDz,1
babouches,Red,False,560,140,Red,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Cute,comfy; vacation,False,ShoesSandalBaboush7,10115,EZKKTpCAN4CEvJJwC,1
ballet slippers,Pink,False,2200,550,Pink,Pink,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet0,5608,uABG45ozFPCwrBXuS,1
ballet slippers,Mint,False,2200,550,Light blue,Light blue,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet1,10155,bE4c36LYqcRmkajHL,1
ballet slippers,Blue,False,2200,550,Blue,Blue,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet2,10156,jJ565rnrzozyhRNYP,1
ballet slippers,Purple,False,2200,550,Purple,Purple,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet3,10157,kuEQdTi7ZXLw5AZgR,1
ballet slippers,Black,False,2200,550,Black,Black,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet4,10158,oQNLiop5Do6CH5eTu,1
ballet slippers,White,False,2200,550,Beige,Beige,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet5,10159,cQt3ftJejYwuPrqWS,1
ballet slippers,Yellow,False,2200,550,Yellow,Yellow,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet6,10160,Qv7eADgLwdsNuSBZZ,1
ballet slippers,Red,False,2200,550,Orange,Orange,1x1,,Kicks,,All Year,False,1.0.0,Elegant,fairy tale; sporty; theatrical; work,False,ShoesLowcutBallet7,10161,CpLSLkvz3Jo982p6e,1
basketball shoes,Red,False,1500,375,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket0,5638,7xRWZmoxAaCxRYMuJ,1
basketball shoes,Green,False,1500,375,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket1,10060,uRRCWDgRkrABjPdyg,1
basketball shoes,Beige,False,1500,375,Beige,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket2,10061,9qivZWfCZucqweqBJ,1
basketball shoes,Orange,False,1500,375,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket3,10062,McTum2E4XpJfhavsX,1
basketball shoes,Blue,False,1500,375,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,sporty; work,False,ShoesHighcutBasket4,10063,rixr4TkNPxrXrRRcw,1
basketball shoes,Purple,False,1500,375,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket5,10064,ryZhP2vjw4vQNiPMx,1
basketball shoes,Light blue,False,1500,375,Light blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket6,10065,JhY975aRNditFYyhm,1
basketball shoes,Pink,False,1500,375,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,False,ShoesHighcutBasket7,10066,a7uqKcknGcWHoD43C,1
beaded sandals,Orange,False,1800,450,Orange,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads0,5478,otoeZ6wQmT38HECcy,1
beaded sandals,Purple,False,1800,450,Purple,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads1,10137,kCEzmje6LKzAuHemd,1
beaded sandals,Yellow,False,1800,450,Yellow,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads2,10138,pwpLSaDGk58SSvJYe,1
beaded sandals,Red,False,1800,450,Red,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads3,10139,ukMZbdaNwYXQgdzEJ,1
beaded sandals,Green,False,1800,450,Green,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads4,10140,Bjzm2LFHF6cwXKbfu,1
beaded sandals,Beige,False,1800,450,Beige,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Gorgeous,everyday; comfy; vacation,False,ShoesSandalBeads5,10141,veLWy2EQQ49fq6F7p,1
boots,Green,False,560,140,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; work,False,ShoesKneeRubberboots0,5479,nvyQe4J4JosazJ46S,1
boots,Black,False,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; work,False,ShoesKneeRubberboots1,11685,ffPXk8bFosbBzhxRo,1
boots,Blue,False,560,140,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,outdoorsy; work,False,ShoesKneeRubberboots2,11686,Hvinu73hgLPsmDkcM,1
boots,Red,False,560,140,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,outdoorsy; work,False,ShoesKneeRubberboots3,11687,MkX86RRKQ9GkwfGaL,1
boots,Olive,False,560,140,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,outdoorsy; work,False,ShoesKneeRubberboots4,11688,NGSrsWRHfAtBKqPYz,1
business shoes,Black,False,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,formal; work,False,ShoesLowcutBusiness0,4730,JxbjRNkGXgodBD8P7,1
business shoes,Brown,False,1300,325,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,formal; work,False,ShoesLowcutBusiness1,11455,sja7tXF4cPCa5hsrH,1
cleats,Blue,False,1200,300,Blue,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike0,5654,ozSLcS5AH7EbyuvKf,1
cleats,Light blue,False,1200,300,Light blue,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike1,10245,6kQs9rKWn47gLLs2M,1
cleats,Red,False,1200,300,Red,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike2,10246,NGWNC246yBWm3snJE,1
cleats,Yellow,False,1200,300,Yellow,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike3,10247,WkkwqXv9oS59HJzzT,1
cleats,Black,False,1200,300,Black,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike4,10248,Pr3hHw8YguTL57DwF,1
cleats,Orange,False,1200,300,Orange,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike5,10249,iiKeEbNN6S9tRZ3st,1
cleats,Green,False,1200,300,Green,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike6,10250,k2KmPiG39zPaP5aKE,1
cleats,Purple,False,1200,300,Purple,Gray,1x1,,Kicks,,All Year,False,1.0.0,Active,sporty; work,False,ShoesLowcutSpike7,10251,QZLqNeTSRQishPzZX,1
comfy sandals,Brown,False,1040,260,Brown,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort0,5619,bH8H3cpWoFegDZKg3,1
comfy sandals,White,False,1040,260,White,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort1,10700,7qmEHHQRDzoZwjzqi,1
comfy sandals,Green,False,1040,260,Green,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort2,10701,XaesMFTS6T3GBL97H,1
comfy sandals,Blue,False,1040,260,Blue,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort3,10702,BPWe3svCXCzdrtMEr,1
comfy sandals,Red,False,1040,260,Red,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort4,10703,MQ7rNNpQR9ExjjDeW,1
comfy sandals,Orange,False,1040,260,Orange,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort5,10704,s4PZf4H5PuJR9XNbk,1
comfy sandals,Yellow,False,1040,260,Yellow,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort6,10705,t4MnDYkWR9uExZncz,1
comfy sandals,Purple,False,1040,260,Purple,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy; vacation,False,ShoesSandalComfort7,10706,zwbeCzpknc63Fptcv,1
cowboy boots,Brown,False,2380,595,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,outdoorsy; theatrical; work,False,ShoesKneeWestern0,5643,T59MhhiGhjcnsGnFu,1
cowboy boots,Black,False,2380,595,Black,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,outdoorsy; theatrical; work,False,ShoesKneeWestern1,11253,qzEjaaYJH93BC2Hh9,1
cowboy boots,Ivory,False,2380,595,White,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,outdoorsy; theatrical; work,False,ShoesKneeWestern2,11254,xv62ZghErnQR8Q73m,1
cowboy boots,Pink,False,2380,595,Pink,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,outdoorsy; theatrical; work,False,ShoesKneeWestern3,11255,KgdfPqZxZYhrp4C2x,1
cowboy boots,Blue,False,2380,595,Light blue,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,outdoorsy; theatrical; work,False,ShoesKneeWestern4,11256,KDAEKS4qY5fpDgQuu,1
cross-belt sandals,Green,False,1040,260,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt0,4725,S8PsLoFCGMqX3F6fZ,1
cross-belt sandals,Pink,False,1040,260,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt1,10121,wmAKDzzYnjbLzxhJ3,1
cross-belt sandals,Gray,False,1040,260,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,True,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt2,10122,qAwap9h6YjWohE39n,1
cross-belt sandals,Brown,False,1040,260,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt3,10123,eNkiMc8xbma2Ymdzx,1
cross-belt sandals,Black,False,1040,260,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt4,10124,H8DTJawEDSPC8jf99,1
cross-belt sandals,Purple,False,1040,260,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Elegant,everyday; vacation,False,ShoesSandalCrossbelt5,10125,PCPv5Mv6SGFnjg8ux,1
cute sneakers,Light blue,False,1260,315,Light blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute0,5803,WdawbJs9jXzQsuFhx,1
cute sneakers,Green,False,1260,315,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute1,10266,QyYoExD4R6xgzhzw3,1
cute sneakers,Pink,False,1260,315,Pink,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute2,10267,9tQTbbf9bPTKu7qWz,1
cute sneakers,Yellow,False,1260,315,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute3,10268,Egxvg95EdXYikxzfF,1
cute sneakers,Purple,False,1260,315,Purple,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute4,10269,w8pFobgTR68viQLPy,1
cute sneakers,Blue,False,1260,315,Blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,False,ShoesHighcutCute5,10270,f2oLT3HRXWPPEmpTu,1
DAL slippers,Blue,False,4040,1010,Blue,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,False,1.0.0,Simple,comfy; vacation,False,AccessoryGlassSlippers0,12130,gg8YSYsr2xNKYS9rd,0
earth-egg shoes,None,True,NFS,800,Red,Yellow,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,False,ShoesLowcutEggground0,12455,PXnPHB4ZkaMwv3Y7s,0
embroidered shoes,Red,False,2100,525,Red,Pink,1x1,,Kicks,,All Year,False,1.0.0,Elegant,everyday; formal,False,ShoesLowcutEmbroidery0,9847,GpHkK4Gy7yLYxbtcL,1
embroidered shoes,White,False,2100,525,White,Pink,1x1,,Kicks,,All Year,False,1.0.0,Elegant,everyday; formal,False,ShoesLowcutEmbroidery1,11987,rzZXksuyaHbm4SMM9,1
embroidered shoes,Black,False,2100,525,Black,Pink,1x1,,Kicks,,All Year,False,1.0.0,Elegant,everyday; formal,False,ShoesLowcutEmbroidery2,11988,2JD3QbctqaQhPpBAb,1
embroidered shoes,Blue,False,2100,525,Light blue,Pink,1x1,,Kicks,,All Year,False,1.0.0,Elegant,everyday; formal,False,ShoesLowcutEmbroidery3,11989,SuLAcSivQvdYEXHJB,1
faux-fur ankle booties,Olive,False,1450,362,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,False,ShoesHighcutFurboots0,5476,5FBywrCNgwAiqhXa7,1
faux-fur ankle booties,Beige,False,1450,362,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,False,ShoesHighcutFurboots1,11682,KAt8hHZ3mDftYYiYt,1
faux-fur ankle booties,Ruby red,False,1450,362,Red,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,False,ShoesHighcutFurboots2,11683,jdCjhSTkbKzX85LN2,1
faux-fur ankle booties,Navy blue,False,1450,362,Blue,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,False,ShoesHighcutFurboots3,11684,Dzxt6pdX2LJWacn3H,1
faux-shearling boots,Beige,False,1600,400,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,False,ShoesHighcutMouton0,4721,z8A8CEX4Zoxos8ECz,1
faux-shearling boots,Pink,False,1600,400,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; outdoorsy,False,ShoesHighcutMouton1,11547,pbeHtooPfjRSuwhmY,1
faux-shearling boots,Green,False,1600,400,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; outdoorsy,False,ShoesHighcutMouton2,11548,gyP9Azdy4b7iaCGoH,1
faux-shearling boots,Black,False,1600,400,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; outdoorsy,False,ShoesHighcutMouton3,11549,YksdBvaJ3k6ouj243,1
faux-shearling boots,Gray,False,1600,400,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; outdoorsy,False,ShoesHighcutMouton4,11550,GG7HfiPFNJvLwh5XC,1
faux-suede sneakers,Green,False,1080,270,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede0,6893,8ci7eigwwimo5zHrm,1
faux-suede sneakers,Navy blue,False,1080,270,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede1,10074,gCcxqWq9CrrDemMzu,1
faux-suede sneakers,Beige,False,1080,270,Beige,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede2,10075,h7v8F5izpTkwhCo9X,1
faux-suede sneakers,Orange,False,1080,270,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede3,10076,442jYo3kkgtjrfNJw,1
faux-suede sneakers,Pink,False,1080,270,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede4,10077,oqSaR83bRDZiLnibc,1
faux-suede sneakers,Light blue,False,1080,270,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede5,10078,2h5vwhQBfHf6Qmbzc,1
faux-suede sneakers,Purple,False,1080,270,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede6,10079,3gXbkXjifTka79wk5,1
faux-suede sneakers,Berry red,False,1080,270,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; outdoorsy; sporty,False,ShoesLowcutSuede7,10080,PcsAkqLHgZo2yhwSH,1
flip-flops,Blue,False,350,87,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder0,5470,b2pTnAJLeY3nCC85w,1
flip-flops,Green,False,350,87,Green,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder1,6922,wjnPzGx8aWE7G6gce,1
flip-flops,Yellow,False,350,87,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder2,10169,SKNg35jGs9MaLTD77,1
flip-flops,White,False,350,87,White,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder3,10735,43ihwwTdqsQFFdDra,1
flip-flops,Orange,False,350,87,Orange,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder4,10736,A4KkCM8MYzSzgiLxm,1
flip-flops,Light blue,False,350,87,Light blue,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder5,10737,YyhMNsS7x3fugPLzk,1
flip-flops,Pink,False,350,87,Pink,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder6,10738,KzSKyqg45TYFdmmq5,1
flip-flops,Red,False,350,87,Red,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,outdoorsy; comfy; sporty; vacation,False,ShoesSandalBeachborder7,10739,e49sttYMp9iQhn5JA,1
flower sandals,Yellow,False,1200,300,Yellow,White,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower0,5475,iKjt4fpKTzWFNoWqv,1
flower sandals,Pink,False,1200,300,Red,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower1,10126,CuM8H6yjAxM9hvKbB,1
flower sandals,Green,False,1200,300,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower2,10127,MvQdXTd5fpze9DrcN,1
flower sandals,Purple,False,1200,300,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower3,10128,vMQexjCj2Egq6S9Tm,1
flower sandals,Blue,False,1200,300,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower4,10129,iBZH8z7aReKctqLyG,1
flower sandals,Black,False,1200,300,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower5,10130,sZKDexuZQqMHvKNha,1
flower sandals,White,False,1200,300,White,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,True,1.0.0,Cute,fairy tale; outdoorsy; vacation,False,ShoesSandalFlower6,10131,zEAdQCRGCGkGXo3zH,1
ghillie brogues,Brown,False,2340,585,Brown,Brown,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues0,6042,85Ro38Bbgo5G7rSLw,1
ghillie brogues,Black,False,2340,585,Black,Black,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues1,11477,eFrTYfFkrBdwoSecE,1
ghillie brogues,White,False,2340,585,White,White,1x1,,Kicks,,All Year,False,1.0.0,Gorgeous,formal; work,False,ShoesLowcutBrogues2,11478,2mGMrrGvMowcBDYh7,1
gladiator sandals,Brown,False,1800,450,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,False,ShoesSandalGladiator0,5620,b4X3xaeXEp9ChQQr5,1
